source_id,ra_deg,dec_deg,gmag
3072366922042456320,130.28362924908,-02.22644804184,10.709868
3072367029417682560,130.35526618724,-02.21932286702,11.145161
3072367476094281472,130.33099747342,-02.18271543055,11.854032
3072370186218929920,129.73419334425,-02.63641746004,10.944225
3072370671550071040,129.74681016010,-02.59769724197,11.272537
3072375962949617920,129.67357116369,-02.49931343774,11.607210
3072377131180860288,129.79240570200,-02.44709614657,10.914088
3072379570722260352,129.93975037645,-02.44317155125,11.668252
3072384106207597696,129.75636871996,-02.41196659053,10.965080
3072386614468484992,129.83426452613,-02.29801478165,10.855138
3072387159928357120,129.88695816647,-02.26357120417,11.700173
3072388706117905792,129.48268318319,-02.46834363812,11.279702
3072389187154634752,129.55863832980,-02.42760510394,11.826614
3072390870781420672,129.61865588932,-02.38197919797,10.867709
3072391008220373888,129.56826140787,-02.38179849855,11.643598
3072391867218342912,129.48903247901,-02.43013239334,11.776279
3072392898005985152,129.41044113698,-02.41214634439,11.409183
3072394684712375552,129.61467544819,-02.31310109447,11.409531
3072399014038092672,129.87946958701,-02.24409039942,11.376875
3072399361931411840,129.85416006784,-02.21718149001,11.369063
3072403137208011392,129.73108518905,-02.19633768120,11.865236
3072404408518330496,129.73698613021,-02.15345661897,9.587395
3072404996928624512,130.07090044519,-02.36849205522,11.424363
3072406130800128384,130.02949450525,-02.32207566686,9.719729
3072407058513800832,130.06004524549,-02.25501830990,10.788348
3072407711347927808,130.21884653384,-02.25990300342,11.317637
3072408535980964992,130.11480305497,-02.24448147281,11.979648
3072414269761924736,130.29905773686,-02.18989165865,10.232509
3072415545367529984,130.28410338817,-02.12262664087,10.916036
3072417847470597888,130.32298746300,-02.06049287455,11.870305
3072421210429067776,130.26741258550,-02.01269897967,8.332292
3072422309940694272,130.22081546651,-01.97104238616,11.433466
3072422692193756416,129.93326806785,-02.20210591211,10.725636
3072429289263511808,129.93989747844,-02.05517162784,8.863007
3072429972162352256,129.93711658814,-02.02121694644,11.957110
3072431144690348928,129.88526236527,-01.97146054534,10.687576
3072431552710318208,130.10492698066,-02.04069732726,11.628970
3072436848406228096,129.95920729826,-01.96133036601,11.936611
3072437295082542848,129.93139641070,-01.92161609170,11.141669
3072437840542434048,129.98279749262,-01.87854453816,9.009704
3072439386730660224,130.01911409261,-01.85391257067,11.969766
3072439528465522048,130.03775300143,-01.83786625370,11.356776
3072441830568929792,130.77414184570,-02.29493788884,10.284994
3072444403253478784,130.87908159620,-02.18053523678,10.605455
3072447053248411904,130.75187928325,-02.20293581923,11.470082
3072452275928605568,130.99079828804,-02.10427534773,11.007908
3072454165714226432,130.89710150443,-02.08509112884,11.469843
3072462858728074496,130.56606097122,-02.09261405031,10.900247
3072471723540545408,130.71334036106,-01.95495534529,10.951642
3072473574670356608,130.77390282861,-01.88871890103,11.805583
3072485055118950528,131.35572684978,-01.85846490745,11.543544
3072486017191630464,131.29077548825,-01.83928367397,11.981222
3072488525452539520,131.22922968703,-01.85232642705,10.350168
3072488800330446976,131.20725548408,-01.82272385718,11.436448
3072489105273502208,131.24436412575,-01.80927207135,11.936174
3072493816852273024,130.98356341254,-01.85346479463,11.210993
3072498416761192064,130.84201416101,-01.81228290302,10.316031
3072500925022087424,130.87908411353,-01.72050441007,11.890697
3072501028101301632,130.92591660006,-01.69469635249,11.519641
3072502338067359616,131.17945495044,-01.73074567010,11.455768
3072503678097161856,131.10155136560,-01.67800437570,10.497205
3072505533523016448,131.21672149451,-01.63139677969,10.556664
3072505567882752128,131.23514083920,-01.62870288159,10.394929
3072508797698165888,131.14176882503,-01.57690645425,10.320886
3072512229376024832,130.42844368391,-01.99055481033,9.437303
3072512950930530304,130.50181337360,-01.98364469470,11.964126
3072515635286071552,130.40134700181,-01.93541840625,9.105756
3072516700438780160,130.37840795167,-01.89746480612,11.776036
3072518482848402304,130.37188211989,-01.86783137186,11.517225
3072521609584591616,130.71334535719,-01.83094923638,10.552619
3072524014766277120,130.48937288548,-01.82824892875,9.932467
3072527420675532032,130.56972640761,-01.69122366027,11.456826
3072529787202323968,130.24268357265,-01.84350848418,10.113066
3072530203815146240,130.23994371493,-01.81581303321,11.528321
3072530268238661888,130.34455646991,-01.86058303329,11.913355
3072530302598399872,130.34917604844,-01.85114648274,10.019152
3072531200247547008,130.36381982882,-01.78999685500,10.322809
3072531337687315584,130.38601457408,-01.77021258983,10.261163
3072534189544802816,130.16070742876,-01.77615628921,10.986116
3072535323416153472,130.29024841414,-01.72765007789,11.639324
3072535387839670400,130.33389488300,-01.71486370708,11.966112
3072539755822365952,130.58830745358,-01.64793517014,10.576367
3072541611248269824,130.31171355180,-01.67208502137,10.877814
3072541954845640832,130.40839186426,-01.65027207486,11.460591
3072544050789670528,130.48565208821,-01.59227143586,10.064868
3072548891216844544,130.91025393753,-01.62207778270,11.253386
3072549647131088128,130.88630567319,-01.61568377331,11.850591
3072555423862996608,130.99868193808,-01.55430412001,10.947416
3072555836179875584,130.88097092182,-01.57576060923,11.854207
3072557038771580544,131.03069581499,-01.52066418424,11.052290
3072564872791107968,130.56025959591,-01.54699744334,11.612816
3072569305197357056,130.51635646828,-01.47686575608,11.654686
3072572157056469760,130.78683403215,-01.45981358992,10.054163
3072572397573774976,130.75124780462,-01.45239988526,10.888247
3072572569372462208,130.78050697329,-01.43378861632,11.017102
3072578371873138304,130.66723287486,-01.31382436146,10.188874
3072580953149622528,127.96828667490,-03.55030857115,11.817620
3072583633209133696,128.10822734371,-03.45573828753,9.657090
3072588061319781376,128.00994995669,-03.37543445735,11.773229
3072588130039257728,128.03439871399,-03.36571124906,9.221936
3072590878818327296,128.12835789979,-03.37086476034,10.325648
3072594142993470592,128.05992313267,-03.33493083665,11.937600
3072598029939424896,128.15935436171,-03.17896476622,7.569554
3072598953356843904,127.79481073050,-03.37548995317,11.970072
3072601706431537664,127.92305903000,-03.25067799025,11.003428
3072601981309473920,127.86327922711,-03.27216440328,11.178517
3072602221827654784,127.82595794969,-03.26550977468,11.606507
3072605657801485696,127.81837497976,-03.22850648564,11.878327
3072606035758590208,127.84024135446,-03.19318847527,10.800960
3072615239872808448,127.90946157309,-03.05718469840,10.678274
3072616305024714240,128.29910400686,-03.25912019113,11.994744
3072617541975290368,128.27872459367,-03.19332433745,10.381595
3072619607856117760,128.33545835954,-03.14732702364,11.998801
3072619710934282368,128.33850222109,-03.12058770691,11.512473
3072622524137343744,128.24962434647,-03.07796827226,11.751659
3072622803310730112,128.34754396545,-03.09901414081,11.070342
3072630568611579008,128.38248098607,-02.97741194863,7.217351
3072632905073766784,128.42190653939,-02.90009832659,11.360477
3072635374678349056,128.14671199470,-03.03131573286,11.212079
3072637745500290560,128.21216030884,-02.95526570377,11.977813
3072638230833310336,128.07575633591,-03.02236113177,11.909943
3072638501414539392,128.05147379642,-03.00714411954,9.498081
3072639192906003456,128.00124999762,-03.00613529391,11.872765
3072640391200144384,128.16866169201,-02.94715513850,11.196043
3072640700437788288,128.13819107095,-02.92776299026,10.316377
3072648774976292992,128.22973115501,-02.79741674531,9.550324
3072649741345554688,128.39740017166,-02.76226421489,10.928277
3072653692715764992,127.67984501235,-03.18378152137,11.988050
3072659430791731328,127.57612541143,-03.03291636982,9.033470
3072663519600820096,127.84590527196,-02.98812725937,10.110805
3072669773072998784,127.48143310456,-03.04871036423,10.473045
3072671280604944000,127.51669004141,-03.03312667012,11.671581
3072672483195749632,127.46808774121,-02.97736211431,11.283783
3072673140327336576,127.51714816573,-02.92479719965,11.429940
3072673724442921600,127.35134883965,-03.00006016450,9.654334
3072674166822929792,127.39777956824,-02.98072450037,9.982339
3072678156850198144,127.66149430217,-02.93482527964,11.740779
3072678775324421120,127.55594062291,-02.92628787858,11.582937
3072684749622363904,127.65691135062,-02.79015853970,11.632915
3072685475473371520,127.60904891286,-02.76292918254,11.595270
3072687360962489600,128.01662940390,-02.90351837088,10.989630
3072688460478840064,127.97675529950,-02.86413182515,11.361402
3072690217118351360,128.00977602149,-02.80129503873,10.255719
3072690698153487104,128.07304500305,-02.77823634125,10.623418
3072692691018358912,127.90179757876,-02.78855092761,11.074291
3072693172053340928,128.00327661583,-02.80153107857,11.624568
3072695302358690176,128.14212355980,-02.81022685793,11.273370
3072696779827164032,128.08890174079,-02.73851469682,11.193110
3072699391165871872,128.19781339880,-02.64776813048,10.451344
3072699459886704640,128.23102880743,-02.63556942328,11.643612
3072701246593149184,128.05274554278,-02.67543576846,11.535973
3072702861500805248,128.17903313294,-02.58349823176,11.897173
3072702964580047104,128.08863310900,-02.63637509768,8.688679
3072703956716099456,128.14464511033,-02.53885001695,9.776249
3072707186531510656,127.93998516411,-02.66773844189,11.752384
3072711382716010880,127.86526599756,-02.60043439320,11.073647
3072713100702909824,127.96288106416,-02.65434635538,11.766935
3072718701340276992,127.83531662787,-02.52267496574,8.690706
3072721484479015808,127.98256223463,-02.40664398369,10.217091
3072723992740298880,128.76801266473,-02.87668216557,10.758273
3072725848166154880,128.76676395338,-02.78766651452,11.293159
3072729142405122560,128.70967535219,-02.74933692500,10.489995
3072729520362244864,128.65671261270,-02.75460325641,7.600309
3072730108773733248,128.65888284824,-02.73481164687,11.915334
3072730555450284288,128.88331661977,-02.79474363077,11.105763
3072731723681397760,128.82178813976,-02.75236113178,9.809672
3072733746609761152,128.88179634091,-02.70347591073,8.803292
3072735842554101632,128.79609262642,-02.65634340426,9.115517
3072738247735786112,128.83351740733,-02.61075857634,10.391922
3072740240600614656,128.54149249233,-02.72847848652,11.855157
3072741035170571264,128.50508858808,-02.72147895329,11.697109
3072741550566618752,128.61491449364,-02.71738385064,8.053152
3072742924957037568,128.54992701431,-02.66539296298,11.865040
3072745982972882432,128.50705258408,-02.64439712051,11.499228
3072746395289735552,128.53414066734,-02.63538101919,10.146984
3072746601448165248,128.52458769094,-02.61761408509,11.856881
3072749586449447168,128.62771461753,-02.57634791314,11.803496
3072752236445178624,128.75243651737,-02.49337950037,11.393472
3072755530684179584,128.71723950727,-02.45544755161,11.725551
3072756119095377664,128.64634065397,-02.44310380531,11.668900
3072757321686406016,129.06857284828,-02.63592660463,9.522455
3072759829947282048,129.15140518856,-02.53888577689,8.882901
3072772611769931648,129.20991647581,-02.33896670433,11.038916
3072773917439985408,129.20449839077,-02.28418111407,11.135153
3072777074240134400,128.94092373620,-02.39403515183,11.170875
3072780308351163008,128.72061899526,-02.37167689875,11.295873
3072780342710904960,128.70041952552,-02.36810501372,9.485298
3072787180298995584,129.14383297411,-02.19277287701,11.299150
3072788382889867392,128.95128686227,-02.25177311306,10.651245
3072790989934160384,129.00301830131,-02.17437916812,11.647259
3072791956302851584,128.32210410242,-02.67157487889,11.790501
3072793257680628480,128.29147597412,-02.61630150385,11.638766
3072795014319267328,128.44159055454,-02.54325092155,11.726576
3072795804593253632,128.40641929410,-02.52061002706,11.698291
3072801233432965632,128.47896116958,-02.48250323148,11.471777
3072804390232136832,128.50722143058,-02.39253809751,11.611695
3072805043067163008,128.59544747253,-02.34024665859,11.852436
3072807933580843136,128.54559206008,-02.33209536965,11.535368
3072813804799661824,128.23431194073,-02.33856135471,11.726561
3072820955921704832,128.40819558725,-02.25861939584,11.412621
3072825285248756608,128.28596835508,-02.20539803374,11.445091
3072826212960492160,128.31259283125,-02.15842925567,10.398467
3072826380463899776,128.24033608960,-02.16214125847,10.026930
3072827312473252864,128.69592568466,-02.35166974339,11.236399
3072827621710903040,128.66023324074,-02.33349616869,11.380849
3072827621710903552,128.65790697754,-02.33149552867,10.588611
3072827690430368768,128.71638329646,-02.33730794760,10.232021
3072829477136745472,128.77661027274,-02.28849699950,11.578164
3072829511496478464,128.79157103307,-02.26769524889,9.364579
3072830160035904128,128.77327274247,-02.24911010173,11.422382
3072831878022824064,128.54832963694,-02.26936508552,11.904763
3072834008326599424,128.64766303004,-02.21028419061,11.760000
3072834317564242560,128.73005407676,-02.17620944398,10.193583
3072835387011750912,128.66577340485,-02.15731135878,8.560758
3072841365606199040,128.79170929542,-02.07529709970,9.786689
3072842739994389120,128.86732427327,-02.05019137829,11.976365
3072843255391785856,128.93014309684,-02.01182612903,11.772818
3072843839507351296,128.81880051457,-02.01838975073,11.411816
3072846416487798528,128.50657030311,-02.15147541000,5.797837
3072847069322806016,128.59939281255,-02.13777193726,10.424548
3072847584718870016,128.62935872244,-02.09452514212,10.923091
3072850986332911616,128.42088033545,-02.05677433763,11.494507
3072855246940510720,128.66444809298,-02.00006522661,11.695566
3072855723681236736,128.76288200819,-02.00407196259,9.757093
3072855758040974720,128.77226582142,-02.00010694732,11.577864
3072855796696312192,128.74475875420,-01.99724737734,11.115973
3072856376516262656,128.80964717083,-01.94741601901,10.011911
3072865241329485952,127.43502891239,-02.83450868279,11.829452
3072869300073523072,127.24766191704,-02.79222347539,9.713532
3072870704526427776,127.29425808138,-02.73612552669,11.953048
3072871602176122752,127.42947992918,-02.77762969720,10.995672
3072876099005350912,127.40650862538,-02.70329329528,11.563864
3072876584338000128,127.39419949261,-02.65716475552,10.963167
3072876824855121536,127.32220880845,-02.68378803118,10.271779
3072878817720987136,127.40048199566,-02.63451036858,11.980286
3072879470555998720,127.43718888635,-02.58741154595,11.637304
3072879539275654272,127.47963235149,-02.57276802971,10.823379
3072879882872852096,127.43999201870,-02.53981342418,10.664827
3072880673145906560,127.14506744394,-02.75348314217,11.043893
3072885311710598400,127.06185756813,-02.66456636939,11.614902
3072885346072385536,127.03503615836,-02.66310695202,10.228375
3072885861467467904,126.97178268640,-02.66561353241,11.041089
3072889945979910784,127.24517802094,-02.62928717128,11.588023
3072893523689052928,127.17834372975,-02.55948987541,9.907757
3072894520121477120,127.11643714483,-02.53955815012,9.753891
3072894691920164480,127.11889426953,-02.51278231556,10.299148
3072894691921171456,127.12144842054,-02.51717601672,6.927683
3072901009817134336,127.67070995825,-02.54013893614,11.834544
3072905888899979904,127.63864219161,-02.43223345422,10.189355
3072909771550414592,127.86674382772,-02.39288678656,11.841907
3072911356393105792,127.74569660969,-02.40254874095,11.529758
3072917128829229184,127.41697894899,-02.41320176798,10.373482
3072918262700553600,127.57913427500,-02.38031893548,7.920541
3072919052975631360,127.52629001667,-02.35673007516,11.578848
3072920285628879488,127.41844506137,-02.37614840672,9.918277
3072924584892634624,127.68085637094,-02.32156538872,11.499633
3072926676541688448,127.76788360369,-02.25803567777,11.539176
3072929734556925440,127.44642046538,-02.23765479917,11.927641
3072938942967889024,126.84211314761,-02.49790503150,11.626040
3072940179918468864,126.92670648496,-02.45500614563,8.297580
3072940218573535360,126.93641800088,-02.44595012889,10.973578
3072940871408588160,126.85791517051,-02.44195628951,9.173204
3072942623755196928,127.05772215198,-02.48376283576,11.650299
3072943134854897152,127.09571984087,-02.45490770404,10.638639
3072944474884690688,127.24673537726,-02.37696515075,9.599533
3072946506405625984,127.03547416481,-02.40511570101,11.201321
3072947051866141184,126.95207233801,-02.41138904052,11.551322
3072948361831485312,127.06080772092,-02.36017263420,10.906600
3072950870093432832,126.79807820256,-02.48408938813,11.693184
3072963273957714944,126.97143936674,-02.19864676964,11.178888
3072966602557264512,126.93618546363,-02.16333009409,11.585624
3072967495910461184,126.94445215063,-02.12132434580,11.051415
3072968221761255168,127.23703397101,-02.34790361418,10.756619
3072973684958625152,127.12834038877,-02.23519477390,10.330909
3072974956268904832,127.25384024547,-02.17758672181,9.907883
3072976365018161536,127.28909795839,-02.11667094599,10.710733
3072978632761134720,127.42803426584,-02.13382412578,10.896753
3072981755200808064,127.41571609985,-02.09776007906,11.821700
3072992307936619776,127.12017758420,-02.04280424271,10.822660
3072992479735312640,127.09356094628,-02.03920843746,9.943067
3072993643670278528,127.03304396177,-01.98859639588,11.987612
3072995091075418368,127.28538102349,-02.02765554227,11.547333
3072997530616831104,127.40529886035,-01.90945983943,10.032974
3072997869918096512,127.30427102123,-01.94339272795,11.962053
3073000073237486848,127.12544000448,-01.94293646257,11.705394
3073000481258210816,127.20422717359,-01.90188739184,11.937535
3073001752568529664,127.27248680381,-01.87012871564,11.967810
3073010892260000768,127.94275304002,-02.17497917742,11.459162
3073014366889625728,128.21952182590,-02.12318039488,10.736045
3073015809997681152,128.22590326204,-02.05885462867,10.771636
3073017046948288768,128.12350435816,-02.07785854831,10.439459
3073018215179414656,128.04051138996,-02.05689099154,11.100863
3073020856584128512,127.80966398148,-02.19947486151,9.810332
3073020860879360256,127.81110911800,-02.20042984771,11.196393
3073025048471177728,127.71313019454,-02.15700748211,11.480669
3073025396364838912,127.68108326361,-02.12504223434,9.156097
3073025774321931904,127.78456372344,-02.08535383435,11.390675
3073025941824373760,127.72158321933,-02.09004406009,11.383594
3073028420021792896,127.73326185115,-02.03073550570,11.287223
3073028901058105344,127.79733760743,-02.00401657494,7.982353
3073030374231649280,127.98789522854,-02.00494406269,10.768285
3073031714261445248,128.04207198781,-01.99414737596,10.011795
3073041987823724160,128.37181977706,-01.92465443841,7.843387
3073045836114420224,128.38139129280,-01.84770406847,9.643303
3073046110991818240,128.30892563861,-01.85787393797,11.933707
3073048378735059712,128.47960348423,-01.85462729580,11.965074
3073049001504864512,128.48713326244,-01.82369789502,10.136670
3073050921355696896,128.59762572272,-01.77896966608,11.862447
3073051814708895744,128.37986318023,-01.81772474313,8.802961
3073053055954007680,128.36362796171,-01.76406733903,9.635322
3073053532695810944,128.41904422825,-01.73446822390,10.893383
3073053536990331392,128.41573626880,-01.73015266931,11.361861
3073053571350072192,128.40432626522,-01.73670678198,11.618878
3073055220617502976,128.43125650152,-01.69711342645,9.926636
3073061680248421248,127.97142727820,-01.79126227027,11.285885
3073067517109324160,128.46903425737,-01.65263276602,11.812885
3073068341743044736,128.36317903165,-01.63541328374,10.645954
3073083361243404672,127.76142854117,-01.87737589488,11.390241
3073086144382162816,127.87381775444,-01.77753064017,10.027927
3073087518770557696,127.72030266804,-01.78651195543,11.834296
3073087518771523712,127.72035259555,-01.78647271897,11.933763
3073088755723146624,127.69401958055,-01.72957610148,10.537673
3073090198831109888,127.73091480366,-01.73107477532,11.936469
3073093149472593920,127.42802662511,-01.80721903250,11.986035
3073094833099773056,127.47716903721,-01.76078866207,9.233214
3073097998492775808,127.42144075192,-01.75057430376,11.606284
3073102430897967232,127.70057612220,-01.66947274885,11.346559
3073106343612131840,127.51643672421,-01.59095381601,10.794724
3073113494733698304,127.86937010718,-01.65324565004,11.437814
3073115040921921664,127.85554648630,-01.59983712713,9.683284
3073118305097181696,128.15275414233,-01.56110760092,11.435807
3073119434673256960,128.12786947468,-01.52052855060,11.913224
3073120297961973504,128.29852907051,-01.50236634577,11.094321
3073125073965454336,128.18263584119,-01.38927517538,10.175815
3073125104030083584,128.09541452951,-01.44204262284,9.908099
3073135274512641024,127.94653922508,-01.46104005843,11.654258
3073140089170194944,127.93771558547,-01.35136096197,11.556398
3073141944597021696,127.93447845683,-01.30934111254,11.843568
3073142528712556672,127.99172961386,-01.26507322994,11.744155
3073144349779252480,129.41215870479,-02.34133405714,11.828928
3073146750664882432,129.51870362964,-02.23703367138,11.439052
3073148094990714112,129.46954241447,-02.18573252022,11.992124
3073159704286242688,129.54962031725,-02.02457379485,11.830008
3073162904037986048,129.15355965321,-02.16070077609,11.481278
3073165412298861056,129.31225937007,-02.05199052274,9.378221
3073167336444110336,129.07185157136,-02.07318941872,11.461091
3073171562692025984,129.31004469704,-02.02725491312,9.654448
3073172932785512448,129.51525170550,-01.96809579061,11.746078
3073178258545453568,129.30421450816,-01.85879286843,11.654818
3073179151898160128,129.76578297855,-02.05090202575,11.985055
3073179637230495488,129.77275607718,-02.02675487080,11.264902
3073180805461599360,129.75398989473,-01.98087021562,10.653452
3073181007324028800,129.69904984577,-01.96764191535,11.845391
3073181698814789504,129.80640683343,-01.94784202574,11.417654
3073185409666547584,129.62071082561,-01.89856761990,11.567870
3073190426188311040,129.99412768247,-01.81027171745,8.587370
3073191590123017472,129.94101848930,-01.76612729652,11.964796
3073193381125829376,129.77198790530,-01.79766876173,11.694313
3073197057617859712,129.54348112953,-01.88676187700,11.260217
3073197091977596800,129.55196174809,-01.86877427207,7.540560
3073197985330657152,129.48824449707,-01.86634636774,9.313980
3073201902340820864,129.49086972173,-01.78088022930,11.248242
3073210389196166016,129.67055490855,-01.66736940023,10.718468
3073211042031197824,129.63043936870,-01.63805609576,11.560567
3073213103615485952,129.68723555020,-01.58839006240,10.677269
3073215405718092544,128.99719640112,-02.02815344172,10.868165
3073216917546552832,129.15299107369,-01.96852915967,9.928888
3073218837396475776,128.91425875364,-01.98930471712,11.804048
3073222793062617984,128.99914114516,-01.81493909652,10.962262
3073226297755098752,129.25247068221,-01.80871152302,11.855475
3073229076598495872,129.10207110467,-01.77810297737,9.915395
3073231760953563264,128.84953739355,-01.93127498538,11.371105
3073234509731678976,128.97736090008,-01.81934857453,10.946954
3073236468237562624,128.74236526310,-01.82684627707,10.747117
3073240827629016832,129.01010215313,-01.76390150542,11.929693
3073242137594383872,128.97180006915,-01.69966105244,10.829307
3073242202018548864,129.02487881817,-01.70813723095,8.400826
3073245225675524864,128.91145669216,-01.69353394385,11.541431
3073247768296159232,129.06658305694,-01.58566105428,11.193269
3073248013109639936,129.04913446496,-01.56491642122,9.416142
3073251723961444992,129.49483431108,-01.67580867038,9.661500
3073253510667840384,129.44646787484,-01.60343467081,7.993195
3073260034722046592,129.57357746555,-01.52406532451,11.349651
3073260343960415360,129.63527153326,-01.55817914695,11.807426
3073263883012742784,129.43905439021,-01.48850710277,11.934832
3073264780661998720,129.55778525643,-01.46860767541,10.461224
3073265566639920768,129.57116293817,-01.42551028843,11.667181
3073265944597042944,129.50529318182,-01.43408091305,10.919549
3073266017612577408,129.54256689927,-01.42055137237,11.300495
3073269075629253888,129.19325594812,-01.50981086570,10.824487
3073272576026545664,129.09026963479,-01.50723870098,11.744514
3073273954712099328,129.19120477391,-01.44563171130,10.127565
3073280070745510016,129.45152329326,-01.29325080859,11.178581
3073282368551981696,129.38656088840,-01.31749428295,9.103812
3073284949828508416,130.06934157267,-01.74277834845,11.204972
3073286423001348480,130.09183339085,-01.66833871889,11.423823
3073286530376472192,130.05412705063,-01.67954384577,11.737231
3073291168941146240,130.09217555442,-01.61781870016,7.734786
3073291787416432512,130.12840742514,-01.57276034757,11.184305
3073294226957850880,130.26328231721,-01.56279679841,10.997178
3073294226957851008,130.26774082986,-01.57247202453,10.862406
3073296151103192320,130.37444794812,-01.51651067159,9.137142
3073298964306057600,130.14702770206,-01.50638379142,11.763965
3073310753991934592,129.88947998862,-01.37161300986,11.856135
3073311922223006464,130.13190016668,-01.40032741711,11.701809
3073318175695378688,130.12807535290,-01.27702176154,9.602969
3073322505022504832,130.57168249103,-01.36291927197,10.315286
3073322535086570368,130.55529379254,-01.36044176869,11.996037
3073328621055930752,130.61375822317,-01.31449076462,10.303872
3073330820079234816,130.69163064139,-01.24024554066,11.721809
3073334943247645824,130.49245641673,-01.14837070655,8.900590
3073335011966094464,130.53002808944,-01.14197334128,10.065739
3073335011967115008,130.53011059819,-01.14207628498,10.152220
3073336626874814464,130.56123324622,-01.11662284818,11.399261
3073341128000576512,130.30466124231,-01.16377509832,11.071194
3073342051417957760,130.13266005872,-01.23274408167,11.945505
3073344392175727232,130.23832757299,-01.14238906987,11.136935
3073346625557697280,130.42773592024,-01.13295522962,11.422881
3073354111686112384,130.37749057602,-00.97376177225,11.989048
3073355486075668736,129.77462866402,-01.43923786522,10.215624
3073357650739183232,129.85173462883,-01.37025246430,11.514078
3073358544091758464,129.73677759140,-01.33898261758,11.871563
3073363217016174720,129.71394095254,-01.24351607693,11.410128
3073363324391642112,129.76810839075,-01.23105342422,11.985004
3073364389542631296,129.97663043639,-01.27551964047,11.419921
3073365042378547456,129.87783617307,-01.25504204539,11.113873
3073366451127794048,130.03212278640,-01.22113333014,11.600630
3073367378840742272,129.92441981295,-01.19276268217,11.086712
3073368787590023040,129.88772536550,-01.20202906364,10.281508
3073370265058644096,129.81846143364,-01.12728012918,11.550914
3073371192771697152,129.91520951173,-01.12589385188,11.300988
3073375036767603200,129.60645922831,-01.23173157760,11.958086
3073379301669851520,129.55494323775,-01.15550694433,10.684504
3073393247428115456,130.21992880951,-01.03562402219,11.743876
3073393625385237120,130.14389437428,-01.02625614213,10.856981
3073405758668338432,130.23719604023,-00.87047793170,11.807043
3073406647726075136,130.19806069367,-00.83887620841,11.647141
3073406682086343168,130.21466773502,-00.82713650789,9.871588
3073406720741011840,130.23296495103,-00.82811683452,9.682753
3073408232569526784,129.95392990007,-00.99709986109,11.881759
3073411118787543552,129.96942757018,-00.90338396083,10.818646
3073411801686218368,129.96448197427,-00.87288482435,11.480600
3073411904765432832,129.97520124408,-00.85147132682,11.721894
3073418884089213184,130.18170186135,-00.78625212163,11.197072
3073425854820645760,128.72637783766,-01.73309685821,11.741201
3073430940061921664,128.57103099490,-01.64171174896,11.727760
3073435926518494848,128.85808355062,-01.52203171222,11.132576
3073437571490694784,128.89905116753,-01.49688424959,11.713995
3073439942312641280,128.69244111937,-01.48026536060,11.596800
3073441458435651072,128.91267488888,-01.41520411792,11.484761
3073442828530657280,128.84047872463,-01.35070968010,11.926630
3073442965970349952,128.49857241075,-01.61352350568,11.527883
3073443760538892032,128.51279162983,-01.56864565102,7.326028
3073444001057067648,128.46888204556,-01.58930984012,11.729441
3073447093433493504,128.56229543422,-01.44927737377,11.182631
3073466845987773696,128.90699498159,-01.30493575789,11.456437
3073468636990289664,128.96922937585,-01.24932767620,11.925164
3073470556839515008,129.16972852541,-01.27185147274,11.046919
3073470939091837568,129.20815382500,-01.25714174077,11.341222
3073471110890526848,129.20607148476,-01.22563987557,10.948809
3073481968567876736,128.92059328251,-01.17706111582,10.299638
3073483755274293888,128.72402413271,-01.18777822471,9.148048
3073483858353510400,128.70623518038,-01.19160705853,11.271093
3073484953569883648,128.84103721891,-01.16180278642,11.345446
3073488943594746624,129.03512304096,-01.06742140127,10.705122
3073493513439949824,129.00938196344,-01.02843370662,11.009824
3073496464081571072,128.33795283896,-01.42902343567,11.869729
3073497116916599808,128.25629880160,-01.40996180643,11.915767
3073499560753100928,128.39899432372,-01.32755166686,11.534000
3073501102646249600,128.28175241035,-01.31949514918,11.065726
3073501141302002560,128.19685231139,-01.37227831648,11.903065
3073501450539488512,128.17465391632,-01.34872273068,9.709052
3073502064719475328,128.20718947669,-01.29932285119,8.772741
3073502992431859456,128.38177373688,-01.26705545717,11.233412
3073508528645520000,128.60888691505,-01.14618427490,11.516895
3073511586662241792,128.54264337361,-01.14029237510,9.651925
3073513648247539072,128.14733626322,-01.30330194310,10.154086
3073515469312721152,128.24163520319,-01.24627070940,11.047526
3073526803730542464,128.20901298788,-01.07843041342,10.912841
3073527525285047680,128.18741209432,-01.06744407078,11.210637
3073529110128827520,128.30886457757,-00.99468086403,11.395334
3073548317222501632,128.85801351403,-00.76187430758,9.477427
3073549966489993088,128.46509288249,-00.94938775250,10.848311
3073562610873679872,128.63101342054,-00.72598249312,7.111849
3073564049686922240,128.70063395830,-00.69696088131,11.434080
3073564088342425856,128.65188462939,-00.71247587443,10.122137
3073566459164534016,129.38993874254,-01.13808764933,11.602070
3073566699682698496,129.43513562371,-01.12913901293,8.021042
3073566798466749952,129.44275356514,-01.10826807711,10.268737
3073576286049690112,129.48622345924,-00.96477812283,11.375447
3073576865870088192,129.55274080142,-00.91677931951,11.743403
3073578966109263104,129.62726749819,-00.85163784177,11.104529
3073581989766240256,129.60290795907,-00.83715244401,10.496463
3073587070712373504,129.27704757748,-00.89468890358,10.006103
3073587246806247680,129.21463032590,-00.88992346273,10.126201
3073588479461646720,129.10102262449,-00.90724659757,11.793692
3073589029217459712,129.13540968675,-00.87683828058,9.558710
3073590476621687296,129.18025719057,-00.86185852077,11.583823
3073592499551034752,129.37184021979,-00.86839909916,11.856619
